ID;FULL_NAME;AGE;GENDER
23274;bitter lizard;25;Z
23275;probable lobster;68;M
23276;desperate puffin;78;M
23277;eager sheep;31;Z
23278;average fox;63;M
23279;illegal dragon;48;M
23280;gentle bonobo;63;M
23281;eligible barnacle;11;Z
23282;living weasel;64;Z
23283;specified finch;20;Z
23284;excess unicorn;72;M
23285;evil haddock;89;Z
23286;enthusiastic bedbug;11;Z
23287;bitter yak;22;Z
23288;written xerinae;61;M
23289;numerous leopon;46;M
23290;academic dog;70;Z
23291;ready crocodile;81;M
23292;respective tiger;97;M
23293;cuddly limpet;64;M
23294;melodic pig;21;M
23295;fierce clownfish;31;M
23296;resonant deer;49;Z
23297;awful gayal;78;Z
23298;hollow meadowlark;66;M
23299;puzzled roundworm;75;Z
23300;urban lark;21;Z
23301;furious boa;64;M
23302;continuing sparrow;18;M
23303;ordinary louse;69;M
23304;poised bear;82;M
23305;roman ant;67;M
23306;potential hummingbird;31;M
23307;statutory sloth;71;M
23308;outside termite;97;M
23309;foolish kingfisher;79;M
23310;remarkable ermine;78;Z
23311;afraid gull;16;M
23312;coming meadowlark;51;M
23313;unchanged mastodon;90;M
23314;late aardvark;44;M
23315;hidden zebra;15;Z
23316;spontaneous turkey;40;Z
23317;bare mule;96;M
23318;quick rabbit;35;M
23319;fellow wildebeest;26;M
23320;soft asp;56;Z
23321;serious planarian;66;Z
23322;redundant gorilla;46;M
23323;closed ermine;85;M
23324;probable wildcat;75;M
23325;fair basilisk;42;M
23326;filthy wasp;14;Z
23327;institutional manatee;12;Z
23328;quiet xerinae;32;Z
23329;printed skink;38;M
23330;electoral guan;98;M
23331;cruel horse;40;Z
23332;plain puma;11;M
23333;sad quail;66;M
23334;ideal locust;12;M
23335;worried flyingfish;43;M
23336;superb orca;68;M
23337;pregnant gecko;26;Z
23338;helpless hyena;60;Z
23339;close hummingbird;35;M
23340;voiceless pelican;44;M
23341;geographical llama;42;M
23342;hissing cardinal;61;M
23343;unhappy bobolink;32;M
23344;intelligent piranha;72;Z
23345;prime echidna;97;Z
23346;payable cod;51;M
23347;ordinary jaguar;61;Z
23348;uncomfortable lark;88;M
23349;retail puffin;23;Z
23350;broad fowl;49;Z
23351;envious ferret;46;M
23352;alert albatross;71;Z
23353;joyous deer;44;Z
23354;ridiculous aphid;36;M
23355;poor xerinae;14;Z
23356;parliamentary marlin;27;Z
23357;vocational eel;48;Z
23358;inc junglefowl;62;M
23359;allied jaguar;80;Z
23360;monthly bedbug;15;M
23361;quiet yak;61;M
23362;inland giraffe;53;Z
23363;molecular cardinal;99;M
23364;acceptable worm;55;M
23365;purring bat;74;M
23366;emotional tern;25;M
23367;misty loon;41;M
23368;hurt piranha;30;Z
23369;agreeable jaguar;45;M
23370;beautiful bison;31;M
23371;net monkey;71;M
23372;lexical condor;57;Z
23373;successful horse;88;Z
23374;weak guineafowl;39;Z
23375;supporting cattle;70;Z
23376;occasional wildfowl;92;M
23377;notable harrier;27;Z
23378;golden goldfish;76;Z
23379;anxious toucan;40;M
23380;original chimpanzee;18;M
23381;partial hawk;32;M
23382;fashionable wombat;43;Z
23383;big damselfly;14;M
23384;autonomous yak;58;M
23385;hon mockingbird;32;M
23386;adjacent lemming;10;M
23387;legislative wolverine;86;Z
23388;dutch ox;64;Z
23389;very limpet;71;M
23390;helpful moose;36;M
23391;distinctive dove;35;M
23392;old puma;24;M
23393;homeless parrot;88;M
23394;rich leopard;70;M
23395;fierce macaw;94;Z
23396;ordinary sturgeon;22;M
23397;compatible cat;73;M
23398;level octopus;87;Z
23399;lively panther;86;Z
23400;total galliform;66;Z
23401;spotless jay;83;M
23402;nice magpie;17;Z
23403;exciting sloth;49;M
23404;naval reindeer;73;Z
23405;important wildfowl;87;M
23406;tropical wolf;48;Z
23407;inland rattlesnake;71;Z
23408;moderate cat;44;M
23409;ok pheasant;94;Z
23410;democratic otter;96;M
23411;impressive beaver;29;M
23412;sole bass;15;M
23413;elegant angelfish;46;M
23414;alone crayfish;59;Z
23415;elegant hamster;59;M
23416;occupational finch;67;M
23417;big cricket;44;M
23418;whole wildfowl;93;Z
23419;silly anteater;54;M
23420;clear newt;82;M
23421;sticky elk;42;Z
23422;fast dinosaur;23;Z
23423;decisive bedbug;57;M
23424;classic gamefowl;76;M
23425;systematic jackal;56;M
23426;uncertain beaver;11;Z
23427;usual condor;27;M
23428;little magpie;19;Z
23429;safe mole;52;Z
23430;flat clam;48;M
23431;smart pike;82;M
23432;willing elephant;48;Z
23433;massive piranha;78;Z
23434;minimum dormouse;14;Z
23435;rough iguana;63;Z
23436;distinct snake;64;Z
23437;bright louse;48;Z
23438;double mammal;92;M
23439;tan owl;76;M
23440;sympathetic shark;14;M
23441;administrative herring;26;Z
23442;automatic butterfly;89;M
23443;super haddock;21;M
23444;calm warbler;26;Z
23445;financial guineafowl;52;Z
23446;extra cicada;86;Z
23447;skilled catfish;88;Z
23448;lively rodent;58;Z
23449;gigantic snake;44;M
23450;due trout;89;Z
23451;wet wildcat;12;M
23452;accessible shrimp;76;Z
23453;massive gamefowl;89;Z
23454;poor beaver;41;Z
23455;rare lemming;52;Z
23456;soft chipmunk;94;M
23457;qualified chinchilla;31;Z
23458;technical goldfish;93;M
23459;past sheep;21;Z
23460;kind cicada;32;M
23461;unable hornet;63;M
23462;white beetle;90;M
23463;rich boa;39;Z
23464;testy crab;10;M
23465;daily coyote;78;M
23466;raspy warbler;37;Z
23467;official ant;64;M
23468;essential bear;97;Z
23469;joint chameleon;78;M
23470;ill cattle;49;M
23471;evil heron;95;M
23472;huge blackbird;23;M
23473;professional swordfish;99;Z
23474;linguistic swallow;80;M
23475;relieved kangaroo;97;Z
23476;adverse grasshopper;25;M
23477;causal chameleon;85;Z
23478;full goose;35;Z
23479;gigantic vulture;28;Z
23480;adjacent angelfish;37;Z
23481;round crab;71;Z
23482;homely clam;15;M
23483;incredible albatross;87;Z
23484;huge coyote;95;Z
23485;secret aphid;76;M
23486;literary xerinae;82;Z
23487;old silkworm;49;Z
23488;poor minnow;71;Z
23489;horrible alligator;96;M
23490;quick ox;99;Z
23491;obvious ape;13;M
23492;single angelfish;88;M
23493;swiss scallop;37;M
23494;naval tortoise;20;M
23495;uncomfortable basilisk;30;Z
23496;respective clam;46;Z
23497;minimum flea;71;M
23498;applicable marlin;87;M
23499;sweet hyena;22;Z
23500;criminal canid;88;Z
23501;dry weasel;16;Z
23502;filthy cephalopod;23;M
23503;usual anglerfish;46;Z
23504;ruling butterfly;34;Z
23505;novel tyrannosaurus;86;M
23506;testy hyena;73;Z
23507;ruling yak;85;M
23508;crowded anglerfish;17;Z
23509;tremendous leech;25;M
23510;curious ladybug;48;M
23511;previous quelea;69;M
23512;curly swan;75;M
23513;rubber whitefish;21;Z
23514;continental reindeer;65;M
23515;determined crane;71;Z
23516;calm pigeon;62;M
23517;alright eagle;25;M
23518;embarrassed ferret;23;M
23519;little tarantula;32;Z
23520;wasteful rabbit;85;M
23521;fuzzy kiwi;93;Z
23522;mean flea;84;M
23523;conscious catfish;62;Z
23524;Sound cougar;32;M
23525;full cod;63;Z
23526;busy hawk;91;Z
23527;rainy landfowl;43;Z
23528;visible crocodile;39;Z
23529;continental fish;86;M
23530;still herring;93;Z
23531;tiny mollusk;78;Z
23532;amused firefly;92;Z
23533;global mink;56;Z
23534;alone rhinoceros;61;Z
23535;identical moose;77;Z
23536;single sawfish;94;M
23537;lazy viper;62;M
23538;creepy cat;42;Z
23539;wrong salamander;56;Z
23540;sensible gopher;92;Z
23541;distinguished antelope;16;M
23542;elegant canidae;58;Z
23543;visible pony;35;Z
23544;sharp koi;38;Z
23545;developed cricket;46;Z
23546;pleased bobcat;51;Z
23547;daily parrot;16;Z
23548;friendly antelope;45;M
23549;statistical tahr;24;Z
23550;casual ape;55;Z
23551;extraordinary chimpanzee;97;Z
23552;low fly;59;Z
23553;imperial bass;88;M
23554;fast camel;13;M
23555;skilled pike;28;M
23556;light emu;42;Z
23557;gay donkey;30;Z
23558;preliminary orca;72;M
23559;decisive wildebeest;41;M
23560;complex flea;11;M
23561;identical marmot;17;Z
23562;efficient chicken;37;M
23563;optimistic gorilla;76;Z
23564;annual boar;94;Z
23565;superb canidae;88;M
23566;unaware hookworm;88;M
23567;cooing cat;22;Z
23568;narrow sole;26;M
23569;secret donkey;79;M
23570;slight coyote;22;Z
23571;worrying wildebeest;87;M
23572;young warbler;59;M
23573;specific tuna;55;M
23574;steep dragon;38;Z
23575;hidden narwhal;22;Z
23576;complicated whale;55;Z
23577;technological cattle;66;Z
23578;cloudy bedbug;25;Z
23579;charming ox;26;M
23580;deep shrimp;71;M
23581;revolutionary monkey;21;Z
23582;northern scallop;95;M
23583;resident bobcat;41;M
23584;satisfactory cardinal;14;Z
23585;tiny emu;97;Z
23586;white fox;11;M
23587;golden felidae;16;Z
23588;economic smelt;68;M
23589;separate stingray;93;M
23590;bad albatross;81;Z
23591;adverse snake;67;Z
23592;breakable cat;22;M
23593;tan falcon;51;M
23594;evolutionary hamster;10;M
23595;irrelevant hippopotamus;33;M
23596;scattered swan;78;Z
23597;nutty chimpanzee;90;Z
23598;exact goose;93;M
23599;crooked parakeet;54;M
23600;vague crow;80;Z
23601;sweet grasshopper;37;M
23602;accurate galliform;48;Z
23603;reluctant asp;69;Z
23604;dull flamingo;37;M
23605;sweet mule;38;M
23606;racial bison;48;Z
23607;allied gazelle;81;Z
23608;environmental tortoise;59;M
23609;implicit ferret;43;M
23610;alive squid;74;M
23611;orthodox fowl;26;Z
23612;necessary lynx;79;M
23613;appropriate cardinal;56;Z
23614;high tiglon;47;Z
23615;hot chameleon;88;M
23616;low jay;23;M
23617;modern cow;69;M
23618;frozen ermine;81;Z
23619;imaginative snail;76;Z
23620;loud worm;68;M
23621;unwilling snipe;43;M
23622;strange pheasant;26;M
23623;inclined egret;25;M
23624;afraid walrus;21;Z
23625;extensive skink;85;M
23626;friendly albatross;70;Z
23627;faithful stingray;43;Z
23628;electrical tyrannosaurus;25;M
23629;impressed caribou;85;M
23630;conscious goose;77;Z
23631;rainy parrotfish;96;M
23632;mushy stoat;75;M
23633;experienced urial;84;Z
23634;initial aardwolf;92;M
23635;wild takin;57;Z
23636;federal wallaby;39;Z
23637;envious angelfish;25;M
23638;fat roadrunner;85;M
23639;mysterious rhinoceros;26;Z
23640;high zebra;41;M
23641;statutory narwhal;79;Z
23642;deaf scorpion;23;M
23643;distinctive marmot;29;Z
23644;unaware silkworm;46;Z
23645;scornful sparrow;12;Z
23646;passive nightingale;36;Z
23647;eligible salamander;91;M
23648;full scorpion;18;Z
23649;voluntary condor;90;Z
23650;informal tiger;53;Z
23651;noisy mite;72;Z
23652;thirsty sturgeon;87;M
23653;corresponding sturgeon;10;M
23654;emotional orangutan;40;Z
23655;aesthetic tarantula;99;Z
23656;informal mole;68;Z
23657;apparent wildebeest;28;M
23658;strange catfish;71;Z
23659;dull emu;16;M
23660;modern cuckoo;28;Z
23661;slow bison;36;Z
23662;worthy clownfish;45;M
23663;prickly condor;73;M
23664;wooden sailfish;45;M
23665;distinguished hummingbird;92;M
23666;ltd hoverfly;33;M
23667;cloudy bobcat;37;M
23668;positive crocodile;81;Z
23669;brief carp;74;Z
23670;interesting pelican;31;M
23671;innovative parrot;69;Z
23672;brave horse;82;Z
23673;marked lark;85;Z
23674;colossal marten;98;M
23675;uninterested koi;47;Z
23676;asleep eel;47;M
23677;mathematical mackerel;27;Z
23678;surprised mammal;28;Z
23679;rolling warbler;39;Z
23680;short lizard;75;M
23681;clean fish;18;Z
23682;large crow;70;Z
23683;unpleasant angelfish;12;M
23684;ancient bedbug;67;M
23685;sunny cicada;95;M
23686;political asp;26;M
23687;complicated horse;71;Z
23688;mysterious bedbug;91;M
23689;regular cat;61;M
23690;peaceful eagle;75;M
23691;perfect barnacle;47;Z
23692;permanent firefly;73;M
23693;supporting catshark;76;Z
23694;relaxed koi;34;M
23695;atomic tapir;15;M
23696;loose falcon;25;M
23697;voluntary quail;46;Z
23698;gay ptarmigan;65;Z
23699;influential beaver;82;M
23700;prime fish;27;M
23701;grubby beaver;30;Z
23702;horrible felidae;40;Z
23703;radical llama;42;M
23704;western cardinal;83;M
23705;agreed aphid;51;M
23706;rapid python;91;Z
23707;applicable goat;38;Z
23708;solid lemming;19;M
23709;crazy gopher;24;Z
23710;similar donkey;65;Z
23711;outrageous trout;64;M
23712;extended nightingale;25;Z
23713;curly mammal;44;M
23714;eager catshark;87;Z
23715;fantastic albatross;25;M
23716;tasty puffin;92;M
23717;red perch;74;M
23718;flat harrier;99;Z
23719;voiceless lark;95;Z
23720;elegant minnow;25;M
23721;frozen hummingbird;81;M
23722;potential cicada;93;Z
23723;crude wildcat;81;M
23724;supposed toucan;49;Z
23725;precious mollusk;14;Z
23726;delightful beetle;55;Z
23727;added lamprey;39;M
23728;weak grasshopper;98;Z
23729;lively canidae;61;Z
23730;entire owl;41;Z
23731;progressive limpet;23;M
23732;naughty toucan;43;M
23733;criminal crow;68;Z
23734;clinical mandrill;99;Z
23735;impossible echidna;76;M
23736;substantial sailfish;27;Z
23737;weary bison;26;M
23738;friendly viper;17;M
23739;future skunk;32;Z
23740;shocked swallow;79;Z
23741;inadequate bass;37;M
23742;disabled macaw;89;M
23743;intensive yak;90;M
23744;nasty hippopotamus;12;M
23745;flat prawn;32;M
23746;damp rabbit;49;M
23747;static ermine;53;Z
23748;intense guppy;58;M
23749;common galliform;43;Z
23750;hon lemming;49;M
23751;progressive guppy;46;M
23752;established whitefish;80;Z
23753;curious marmot;51;Z
23754;screeching koi;27;Z
23755;helpful mollusk;20;Z
23756;rapid hedgehog;96;Z
23757;theoretical fish;82;M
23758;worldwide tahr;17;Z
23759;favourite bobcat;87;Z
23760;ridiculous amphibian;63;Z
23761;wandering boar;48;M
23762;tory booby;44;M
23763;entire whitefish;70;Z
23764;zealous flea;26;M
23765;associated gorilla;79;M
23766;cultural macaw;61;M
23767;sweet macaw;59;Z
23768;dangerous tahr;37;Z
23769;vocational rodent;53;Z
23770;similar macaw;58;M
23771;new opossum;39;M
23772;ltd camel;17;M
23773;little centipede;64;M
23774;crazy bedbug;44;Z
23775;round albatross;73;M
23776;bewildered quelea;57;Z
23777;wet landfowl;56;Z
23778;varied parrotfish;98;M
23779;psychiatric sole;62;Z
23780;uncertain rattlesnake;46;Z
23781;electoral grouse;86;Z
23782;unfair chicken;92;Z
23783;fancy mammal;44;Z
23784;formidable stoat;46;M
23785;graceful llama;54;M
23786;artificial chicken;50;Z
23787;molecular chimpanzee;20;M
23788;giant snipe;44;M
23789;aware elephant;94;Z
23790;allied roundworm;65;Z
23791;purple salamander;79;M
23792;common spoonbill;98;M
23793;enormous cat;96;M
23794;prior grouse;99;Z
23795;selfish goat;45;M
23796;hard rooster;78;Z
23797;repulsive heron;84;M
23798;miniature marmoset;25;Z
23799;intermediate krill;92;Z
23800;stiff ladybug;55;Z
23801;artistic panther;56;Z
23802;entire gayal;41;M
23803;cool duck;85;Z
23804;irrelevant cephalopod;16;M
23805;labour crawdad;59;M
23806;varying silverfish;10;M
23807;satisfactory flea;31;Z
23808;abundant reindeer;34;M
23809;sound narwhal;75;M
23810;military grasshopper;55;M
23811;applicable antelope;77;M
23812;breezy gecko;96;M
23813;effective snake;37;M
23814;hon prawn;73;M
23815;foreign llama;33;Z
23816;calm condor;67;Z
23817;future turtle;51;Z
23818;wooden koi;19;Z
23819;rare monkey;32;M
23820;orange turtle;34;M
23821;realistic mite;46;Z
23822;naval unicorn;45;M
23823;racial tarantula;42;Z
23824;feminist rattlesnake;80;M
23825;long catfish;11;Z
23826;considerable pheasant;75;Z
23827;marginal chicken;36;Z
23828;wild flamingo;97;Z
23829;lovely porpoise;97;Z
23830;useless ferret;69;M
23831;musical flea;34;Z
23832;low harrier;88;Z
23833;mature sailfish;38;M
23834;sudden crane;68;M
23835;supposed gibbon;49;M
23836;kind chinchilla;33;M
23837;advisory wildcat;83;M
23838;capitalist wallaby;46;Z
23839;surrounding sloth;94;Z
23840;clever yak;32;M
23841;massive caterpillar;66;M
23842;homeless moose;97;M
23843;industrial louse;41;M
23844;motionless bat;50;Z
23845;relaxed pig;14;M
23846;nervous monkey;73;Z
23847;integrated marmoset;95;Z
23848;gothic narwhal;68;Z
23849;daily dingo;30;Z
23850;unique perch;85;Z
23851;powerful chameleon;29;Z
23852;dry dove;14;Z
23853;inner snipe;44;Z
23854;deafening bobcat;66;Z
23855;plain condor;82;Z
23856;traditional grasshopper;86;M
23857;vague giraffe;77;Z
23858;used hare;63;Z
23859;subtle goldfish;90;Z
23860;cool pinniped;50;Z
23861;sleepy tyrannosaurus;54;Z
23862;sacred hookworm;20;M
23863;medical egret;90;Z
23864;terrible gerbil;95;Z
23865;nearby crab;18;M
23866;local chicken;36;Z
23867;helpless hoverfly;12;Z
23868;proud mink;77;M
23869;old mink;91;Z
23870;added butterfly;72;M
23871;southern cat;91;M
23872;horrible roadrunner;89;M
23873;big yak;28;Z
23874;coastal cougar;60;M
23875;new armadillo;70;Z
23876;estimated blackbird;16;M
23877;smooth eagle;62;M
23878;official gorilla;93;Z
23879;inadequate loon;99;M
23880;electoral turtle;65;Z
23881;pink possum;70;Z
23882;average gazelle;88;M
23883;central planarian;61;Z
23884;new sheep;58;M
23885;essential marten;61;M
23886;purple wolverine;97;Z
23887;golden sheep;33;Z
23888;shaky fox;90;Z
23889;difficult mink;55;M
23890;shivering takin;95;M
23891;contemporary trout;24;M
23892;other cricket;19;Z
23893;cuddly tarantula;47;M
23894;grumpy centipede;10;M
23895;little albatross;62;M
23896;free gibbon;15;M
23897;damaged fly;24;Z
23898;physical silkworm;76;Z
23899;realistic mule;47;Z
23900;social ptarmigan;10;Z
23901;stormy dog;89;M
23902;rotten goldfish;90;Z
23903;excess moose;14;Z
23904;remote primate;61;Z
23905;steep cuckoo;20;M
23906;immediate bedbug;18;M
23907;amazing aardwolf;34;Z
23908;striking albatross;46;Z
23909;subjective bat;14;Z
23910;traditional anaconda;88;Z
23911;religious bear;51;Z
23912;present amphibian;84;M
23913;diplomatic elephant;80;M
23914;colorful hyena;51;M
23915;rotten crab;97;M
23916;decisive aardvark;21;Z
23917;ripe guineafowl;74;Z
23918;contemporary dragonfly;58;M
23919;existing gibbon;58;M
23920;planned meerkat;53;M
23921;cruel goldfish;96;M
23922;stuck kiwi;54;M
23923;tropical mongoose;29;M
23924;tremendous tick;38;Z
23925;round caribou;79;M
23926;public crow;26;M
23927;hungry badger;32;M
23928;upper carp;82;M
23929;molecular pheasant;50;M
23930;bad spoonbill;66;M
23931;controversial cow;11;M
23932;select albatross;90;M
23933;soft partridge;55;Z
23934;visual zebra;56;M
23935;abstract planarian;30;Z
23936;loud aphid;47;M
23937;tan dingo;48;Z
23938;spare ape;71;M
23939;puny harrier;80;M
23940;rich jellyfish;31;M
23941;wet dragonfly;74;Z
23942;heavy pony;36;Z
23943;spotless duck;83;M
23944;lexical tiger;30;Z
23945;sure canidae;96;M
23946;back pig;64;M
23947;noisy bird;74;Z
23948;innocent asp;94;Z
23949;experienced hookworm;57;M
23950;huge ape;51;M
23951;peaceful puma;47;Z
23952;nervous dolphin;83;M
23953;faithful kangaroo;98;M
23954;screeching cheetah;14;M
23955;average fish;17;Z
23956;fat herring;48;Z
23957;irrelevant vole;39;M
23958;fatal snail;55;Z
23959;annual alligator;61;M
23960;permanent silverfish;89;M
23961;full bison;47;Z
23962;ordinary scorpion;22;Z
23963;atomic crawdad;63;Z
23964;silly dog;87;Z
23965;decisive boar;27;M
23966;impossible muskox;86;Z
23967;unfair lark;82;M
23968;mere pinniped;23;M
23969;interim bobolink;58;Z
23970;rotten goat;22;Z
23971;regional donkey;75;Z
23972;glad tarsier;22;M
23973;gradual chipmunk;51;Z
23974;grubby coral;21;M
23975;colonial chickadee;17;Z
23976;financial crawdad;89;M
23977;average lark;89;M
23978;young silkworm;82;M
23979;autonomous marmoset;78;Z
23980;nervous bonobo;82;M
23981;lengthy herring;74;M
23982;low beetle;50;M
23983;vital elk;41;Z
23984;horrible yak;57;Z
23985;round alpaca;66;Z
23986;funny bedbug;30;Z
23987;geographical shrimp;88;Z
23988;massive tuna;37;M
23989;dizzy seahorse;91;Z
23990;psychological shrimp;93;Z
23991;statistical junglefowl;39;M
23992;angry possum;27;Z
23993;embarrassed ant;72;Z
23994;immense scorpion;77;Z
23995;wild lark;18;Z
23996;brave mollusk;71;M
23997;vast swan;25;Z
23998;misleading fish;65;M
23999;positive roadrunner;92;M
24000;oral ostrich;61;M
24001;mathematical marten;53;M
24002;steady tuna;91;Z
24003;nuclear sailfish;52;M
24004;only horse;33;Z
24005;controversial elk;87;Z
24006;concerned swordfish;50;M
24007;molecular bandicoot;44;Z
24008;organic tarantula;72;Z
24009;cloudy jackal;60;Z
24010;ethical magpie;68;M
24011;overseas gorilla;33;M
24012;inner shark;46;M
24013;healthy unicorn;75;M
24014;ashamed partridge;85;Z
24015;characteristic firefly;64;Z
24016;sad leech;43;Z
24017;jolly constrictor;19;M
24018;delighted cheetah;15;Z
24019;artificial badger;89;Z
24020;linear amphibian;93;M
24021;shiny flea;43;M
24022;vital macaw;17;Z
24023;lovely panda;96;Z
24024;normal moose;50;Z
24025;friendly impala;41;M
24026;busy lungfish;65;Z
24027;registered sailfish;29;M
24028;bad sole;71;M
24029;select puma;16;Z
24030;injured locust;66;Z
24031;integral turtle;94;Z
24032;misty goose;86;Z
24033;exact giraffe;50;Z
24034;progressive crab;31;Z
24035;exciting peacock;50;Z
24036;existing opossum;68;Z
24037;grand vole;21;Z
24038;imaginative fish;25;M
24039;innocent grasshopper;46;Z
24040;close hawk;24;M
24041;super gayal;19;M
24042;immense chinchilla;21;M
24043;casual ape;70;M
24044;inquisitive guineafowl;84;M
24045;future marsupial;21;Z
24046;nice cephalopod;56;Z
24047;crooked mollusk;70;Z
24048;magnificent boa;31;Z
24049;hissing cephalopod;82;M
24050;close meadowlark;70;Z
24051;tender newt;57;Z
24052;decent silverfish;58;Z
24053;brief lion;59;Z
24054;drab dormouse;53;M
24055;huge krill;48;Z
24056;ashamed lion;42;Z
24057;private cephalopod;16;Z
24058;available wren;10;Z
24059;red dinosaur;57;M
24060;annoyed dog;13;M
24061;pretty loon;95;Z
24062;toxic tarsier;18;Z
24063;tiny leech;54;Z
24064;rotten possum;14;Z
24065;delicious dove;38;Z
24066;difficult wildcat;61;M
24067;worrying meadowlark;42;M
24068;scary orangutan;14;M
24069;racial pony;52;M
24070;mutual wasp;27;Z
24071;miniature bear;61;M
24072;dull heron;53;Z
24073;rotten parakeet;78;M
24074;breezy haddock;19;Z
24075;full dog;99;Z
24076;energetic cricket;55;M
24077;medical boa;78;M
24078;straightforward ladybug;31;M
24079;selected flamingo;51;M
24080;circular dove;97;Z
24081;different sloth;50;M
24082;naughty gull;70;M
24083;deliberate hippopotamus;58;Z
24084;local firefly;70;M
24085;rare rat;75;Z
24086;welsh mink;67;Z
24087;neighbouring caribou;89;M
24088;appropriate cattle;30;Z
24089;symbolic wombat;15;M
24090;slimy cod;68;M
24091;significant silkworm;85;M
24092;ordinary bonobo;47;Z
24093;detailed heron;27;M
24094;light raccoon;76;M
24095;able caribou;25;M
24096;wonderful stork;94;Z
24097;statutory chicken;92;M
24098;rural walrus;71;M
24099;distant beaver;61;M
24100;agricultural kite;11;M
24101;inappropriate duck;93;Z
24102;psychiatric hedgehog;26;Z
24103;large xerinae;81;M
24104;junior mule;51;M
24105;abstract cod;98;Z
24106;rising mite;89;Z
24107;perfect yak;89;Z
24108;wooden guppy;55;M
24109;typical dormouse;13;Z
24110;easy camel;27;M
24111;tough chicken;53;Z
24112;marine shrimp;54;Z
24113;rigid whippet;41;M
24114;witty cuckoo;64;M
24115;wooden aphid;87;Z
24116;judicial pony;30;Z
24117;magenta wasp;28;Z
24118;unpleasant possum;67;M
24119;compatible spider;13;Z
24120;old elephant;49;Z
24121;frozen ape;26;Z
24122;important turtle;94;M
24123;spotless stork;41;Z
24124;light python;79;Z
24125;coming llama;78;Z
24126;obliged hare;88;Z
24127;defensive horse;70;M
24128;unemployed meerkat;79;M
24129;dead donkey;53;Z
24130;possible swift;37;Z
24131;meaningful seahorse;78;Z
24132;afraid sheep;72;Z
24133;favourite spoonbill;99;Z
24134;systematic crab;62;M
24135;civilian grasshopper;74;Z
24136;traditional flyingfish;50;Z
24137;exuberant magpie;42;M
24138;calm albatross;67;Z
24139;spectacular blackbird;64;M
24140;careful badger;72;Z
24141;curly dog;25;Z
24142;musical capybara;37;Z
24143;prominent mosquito;44;M
24144;weekly clownfish;80;M
24145;worthwhile rabbit;43;M
24146;weekly penguin;18;M
24147;ancient carp;57;Z
24148;involved termite;23;M
24149;unpleasant cat;59;M
24150;fresh panda;51;M
24151;nice stingray;61;M
24152;instant rhinoceros;50;M
24153;common coyote;22;M
24154;fat elephant;78;M
24155;head stoat;61;Z
24156;vast vole;75;Z
24157;steady mole;23;M
24158;magenta bass;86;M
24159;dull marmot;58;Z
24160;quick cat;86;Z
24161;harsh asp;75;M
24162;universal hare;68;Z
24163;wee jellyfish;87;Z
24164;powerful anaconda;71;M
24165;selected magpie;16;Z
24166;molecular rooster;69;Z
24167;parliamentary whippet;13;M
24168;motionless rabbit;77;Z
24169;occupational opossum;60;M
24170;noisy partridge;61;M
24171;traditional marsupial;61;M
24172;subsequent rodent;30;Z
24173;hilarious ptarmigan;98;M
24174;artificial aphid;37;M
24175;swiss alpaca;70;M
24176;active marlin;30;Z
24177;prospective lobster;86;M
24178;famous mule;30;M
24179;intense crayfish;62;Z
24180;excited squirrel;43;M
24181;foreign shrew;14;Z
24182;insufficient urial;89;Z
24183;tremendous canid;45;M
24184;vocational marsupial;51;Z
24185;nearby minnow;52;Z
24186;medical owl;95;M
24187;uneven chimpanzee;96;M
24188;wrong clownfish;85;M
24189;gigantic donkey;17;M
24190;square chimpanzee;80;Z
24191;natural junglefowl;55;Z
24192;architectural caribou;95;Z
24193;permanent gerbil;33;M
24194;cruel halibut;25;Z
24195;driving hoverfly;22;Z
24196;slimy panther;31;Z
24197;communist seahorse;14;M
24198;experienced butterfly;46;M
24199;usual salamander;49;Z
24200;horrible halibut;46;M
24201;peculiar planarian;14;M
24202;marked muskox;67;Z
24203;new wildfowl;26;M
24204;slow squirrel;35;Z
24205;exotic swallow;72;M
24206;extended kiwi;75;Z
24207;afraid opossum;35;Z
24208;distinguished salmon;12;M
24209;subjective cod;57;Z
24210;annoyed chameleon;59;Z
24211;sporting partridge;25;M
24212;satisfactory bobolink;58;Z
24213;outrageous whippet;26;Z
24214;prickly asp;35;M
24215;successive gecko;65;Z
24216;proud dolphin;78;Z
24217;tall quelea;16;Z
24218;fashionable walrus;34;Z
24219;close elephant;93;M
24220;preliminary wildcat;59;Z
24221;natural cattle;66;M
24222;impressive caribou;19;M
24223;scientific seahorse;35;Z
24224;naval hamster;60;M
24225;certain horse;35;Z
24226;interim crayfish;51;M
24227;smooth bedbug;93;Z
24228;native hornet;26;Z
24229;many gopher;70;Z
24230;rapid peafowl;99;M
24231;multiple wildfowl;18;M
24232;imaginative wallaby;29;Z
24233;emotional piranha;14;M
24234;lovely meadowlark;66;M
24235;usual bug;87;Z
24236;sporting albatross;55;Z
24237;orange alpaca;36;Z
24238;bloody seahorse;10;M
24239;broken perch;22;Z
24240;victorian beaver;97;Z
24241;principal marten;74;Z
24242;assistant halibut;82;M
24243;resulting harrier;28;Z
24244;rising bug;36;Z
24245;empty rabbit;62;M
24246;ill narwhal;39;M
24247;damp barracuda;37;Z
24248;outer falcon;95;M
24249;comparable basilisk;74;M
24250;slippery gull;35;Z
24251;crowded swift;94;Z
24252;faithful silkworm;51;M
24253;cooing sole;62;M
24254;friendly ant;70;M
