ID;TYPE;NAME;AGE;GENDER;IS_AGRESIVE;IS_FRIENDLY
16464;3;vivacious gopher;19;M;Y;N
16465;0;new stingray;14;M;N;Y
16466;6;dear wildfowl;19;M;Y;N
16467;3;great thrush;20;M;N;N
16468;9;sweet felidae;20;Z;N;N
16469;2;determined hare;8;M;N;N
16470;4;coastal gull;5;Z;N;Y
16471;9;dirty guan;7;M;N;N
16472;6;lazy ostrich;12;Z;Y;Y
16473;7;immense bedbug;17;M;N;N
16474;7;coherent sawfish;19;M;N;Y
16475;7;sad parrot;19;M;Y;N
16476;1;continued tick;9;M;Y;Y
16477;4;shy echidna;12;M;Y;N
16478;0;appalling harrier;2;Z;Y;N
16479;7;gleaming shrew;15;Z;Y;Y
16480;2;big peafowl;3;Z;Y;Y
16481;8;gothic cougar;17;Z;N;Y
16482;3;spotty mastodon;9;M;N;N
16483;0;successive cattle;9;Z;Y;Y
16484;1;smooth mule;5;Z;Y;N
16485;4;quaint basilisk;9;M;N;Y
16486;7;whispering unicorn;16;M;Y;N
16487;0;flat yak;1;M;Y;N
16488;6;overwhelming pike;13;M;Y;Y
16489;5;pure tarantula;3;Z;Y;N
16490;5;liquid snipe;16;M;N;Y
16491;6;scattered basilisk;7;Z;N;Y
16492;6;external ocelot;16;Z;Y;N
16493;1;diverse squid;19;Z;Y;Y
16494;3;artistic tarantula;4;Z;Y;N
16495;0;retail wallaby;4;M;Y;Y
16496;1;nasty buzzard;13;Z;Y;N
16497;9;cute flyingfish;9;Z;Y;N
16498;8;delighted lark;16;Z;Y;Y
16499;9;wicked clam;9;M;Y;N
16500;6;modern partridge;5;M;N;Y
16501;5;voluntary angelfish;8;Z;N;Y
16502;3;miniature gopher;16;M;N;N
16503;9;surrounding cat;14;Z;Y;Y
16504;5;equal gecko;14;M;Y;Y
16505;5;usual jackal;20;M;Y;Y
16506;0;new llama;12;M;Y;Y
16507;4;purple heron;5;Z;N;N
16508;2;stale mite;20;Z;N;Y
16509;5;helpful marmot;14;M;Y;N
16510;4;tight lion;12;Z;N;Y
16511;5;visual primate;9;Z;Y;N
16512;7;fluttering crawdad;4;M;Y;N
16513;7;substantial alligator;1;M;Y;N
16514;3;fascinating constrictor;8;M;N;N
16515;9;variable opossum;15;Z;Y;Y
16516;4;gay cod;8;M;N;N
16517;5;many grouse;3;Z;N;N
16518;7;inherent hamster;1;M;Y;N
16519;9;huge bee;19;Z;Y;N
16520;4;rural cougar;17;M;N;N
16521;0;financial damselfly;10;Z;N;Y
16522;2;liquid monkey;15;M;N;Y
16523;5;new donkey;1;M;N;N
16524;0;tory ox;2;Z;Y;N
16525;4;evil swallow;14;Z;N;Y
16526;5;beautiful meerkat;5;M;Y;Y
16527;7;prepared bobcat;20;Z;N;N
16528;7;hard bovid;1;M;N;N
16529;9;tall horse;11;M;Y;Y
16530;7;coastal earwig;1;Z;Y;Y
16531;5;rival narwhal;6;M;Y;N
16532;9;occasional pike;10;M;Y;N
16533;9;bad chickadee;9;M;Y;N
16534;0;frequent marmot;18;M;N;Y
16535;3;comprehensive lark;18;M;N;N
16536;6;real wombat;11;M;N;Y
16537;5;swiss catshark;16;M;N;N
16538;7;wonderful jay;10;Z;Y;Y
16539;1;psychological camel;6;M;N;N
16540;5;parallel aphid;16;Z;N;N
16541;8;inner jay;9;M;N;N
16542;4;modern horse;15;M;Y;N
16543;0;lovely sparrow;10;M;N;N
16544;1;divine falcon;9;M;N;Y
16545;7;blonde cougar;4;Z;N;Y
16546;8;strategic yak;11;M;N;N
16547;2;vertical felidae;13;M;Y;N
16548;5;gay orca;12;Z;N;Y
16549;5;fond centipede;14;M;Y;Y
16550;7;adorable gecko;6;Z;N;N
16551;8;excited tarsier;15;Z;N;N
16552;7;missing platypus;10;M;Y;Y
16553;2;weak reptile;16;M;Y;N
16554;3;fashionable walrus;10;Z;N;Y
16555;4;charming dolphin;20;M;N;N
16556;9;light lamprey;5;M;N;N
16557;3;thirsty mongoose;4;M;Y;N
16558;1;chronic alligator;19;Z;N;N
16559;0;selective panther;14;Z;Y;Y
16560;3;considerable possum;13;M;Y;N
16561;5;steady frog;20;Z;N;N
16562;0;cold chipmunk;13;Z;N;N
16563;8;quick hawk;12;M;Y;Y
16564;0;governing bat;3;Z;N;Y
16565;1;consistent vulture;15;Z;Y;N
16566;6;fat parakeet;2;Z;N;Y
16567;2;cruel dove;14;Z;N;Y
16568;3;legal earthworm;7;M;Y;Y
16569;1;noble frog;20;M;N;Y
16570;5;working cicada;13;M;Y;N
16571;9;federal hawk;13;M;Y;Y
16572;6;orange puma;20;Z;Y;N
16573;8;lonely wildcat;8;M;Y;Y
16574;6;pink rat;7;M;N;Y
16575;7;strategic anaconda;16;Z;Y;Y
16576;6;inclined grouse;7;M;Y;Y
16577;7;oral muskox;17;Z;Y;N
16578;6;allied dragon;13;M;Y;N
16579;1;resulting primate;20;Z;Y;N
16580;2;rolling firefly;4;M;Y;Y
16581;4;tan salmon;8;M;Y;Y
16582;6;spiritual whippet;1;M;N;Y
16583;5;blonde moose;19;M;N;N
16584;0;spatial crow;13;M;Y;Y
16585;8;gay horse;1;Z;N;N
16586;0;huge mule;20;Z;Y;Y
16587;2;increased guanaco;9;Z;Y;Y
16588;4;successive worm;10;M;Y;N
16589;9;amused harrier;1;Z;N;Y
16590;3;disabled bobolink;19;M;Y;N
16591;7;depressed hornet;4;M;N;N
16592;1;scientific narwhal;2;M;Y;Y
16593;1;aware mastodon;14;Z;N;Y
16594;7;royal scallop;14;Z;Y;N
16595;9;official tick;2;M;N;N
16596;4;reluctant salamander;16;Z;Y;N
16597;5;powerful orangutan;7;Z;N;N
16598;3;harsh wildfowl;8;M;Y;N
16599;5;lengthy python;15;Z;N;N
16600;0;unsightly tern;12;Z;N;Y
16601;2;logical viper;10;M;N;Y
16602;8;past gecko;9;Z;Y;N
16603;7;top mink;17;Z;N;Y
16604;3;great ermine;11;M;N;Y
16605;2;clumsy gorilla;6;Z;N;Y
16606;3;blue tern;16;M;Y;Y
16607;3;fair booby;16;M;N;N
16608;4;magnificent impala;8;Z;N;N
16609;8;irrelevant gazelle;9;Z;N;N
16610;4;amateur horse;19;Z;N;N
16611;1;particular xerinae;3;M;N;N
16612;6;total macaw;16;Z;Y;Y
16613;8;ministerial baboon;3;Z;N;Y
16614;9;cheerful cattle;18;Z;N;Y
16615;7;combative ferret;12;M;Y;N
16616;5;tan locust;13;Z;N;N
16617;4;welsh alpaca;5;M;N;N
16618;7;key wallaby;16;Z;N;Y
16619;6;fine ferret;9;Z;N;Y
16620;0;normal stingray;12;Z;Y;N
16621;0;long mole;2;M;N;N
16622;4;gigantic shrew;20;M;N;N
16623;3;puzzled hawk;14;Z;Y;N
16624;7;planned macaw;19;Z;Y;Y
16625;8;developed giraffe;18;M;N;N
16626;1;increased mosquito;20;Z;Y;Y
16627;3;suitable sheep;6;Z;N;N
16628;0;tasteless goat;14;M;Y;N
16629;2;key raven;16;M;Y;N
16630;3;uncertain egret;3;M;Y;Y
16631;0;fun spoonbill;1;M;N;Y
16632;3;unfair bandicoot;4;Z;Y;N
16633;3;nice leopard;14;M;Y;N
16634;6;positive unicorn;18;Z;N;N
16635;3;purple python;4;M;N;Y
16636;8;light fish;15;Z;N;Y
16637;7;legislative sheep;14;Z;N;Y
16638;9;deep deer;15;M;N;Y
16639;1;linear hornet;9;Z;N;Y
16640;2;top antelope;12;Z;Y;N
16641;3;established caterpillar;3;M;Y;N
16642;9;missing mastodon;14;Z;Y;N
16643;9;concerned hyena;19;Z;Y;N
16644;9;dynamic turtle;14;M;Y;Y
16645;1;mature raven;6;Z;Y;Y
16646;9;stuck guineafowl;5;M;Y;N
16647;5;straightforward cobra;13;M;N;Y
16648;5;new salamander;1;M;Y;N
16649;2;frequent bedbug;20;M;Y;N
16650;5;dry jellyfish;19;Z;N;N
16651;4;disciplinary tiglon;15;M;N;N
16652;0;static goose;9;M;Y;N
16653;5;young kite;17;M;Y;Y
16654;7;chemical zebra;3;Z;N;Y
16655;4;light tarsier;8;M;Y;Y
16656;3;solid mite;17;Z;N;Y
16657;2;proposed donkey;11;Z;N;Y
16658;0;rough wildfowl;1;M;N;Y
16659;3;lucky owl;9;Z;N;Y
16660;0;creepy zebra;12;M;N;N
16661;1;impossible weasel;18;Z;Y;N
16662;0;well dog;10;Z;N;Y
16663;0;innocent rooster;18;M;N;Y
16664;8;free shrimp;17;Z;Y;Y
16665;4;minimum sailfish;19;M;Y;Y
16666;7;frantic reptile;2;Z;N;Y
16667;3;able emu;3;M;Y;N
16668;6;illegal cuckoo;17;M;Y;Y
16669;3;deaf leopard;5;M;Y;N
16670;8;tall skunk;20;Z;N;Y
16671;7;widespread swordfish;5;M;Y;N
16672;9;shallow frog;11;M;N;N
16673;8;conventional albatross;7;M;Y;Y
16674;4;dominant clam;3;Z;Y;N
16675;6;creepy opossum;9;M;Y;N
16676;4;inclined snake;6;M;Y;Y
16677;1;brown sailfish;2;Z;Y;N
16678;9;proper eagle;5;M;Y;N
16679;9;keen gecko;10;Z;N;N
16680;5;whispering salmon;18;Z;Y;Y
16681;4;nasty finch;7;M;N;N
16682;5;realistic anglerfish;20;M;N;Y
16683;8;solid partridge;5;Z;Y;Y
16684;4;military toucan;8;Z;N;N
16685;1;dirty shark;1;M;N;N
16686;2;safe newt;7;Z;N;Y
16687;1;sore alpaca;3;M;Y;N
16688;0;inc shark;2;Z;N;N
16689;0;professional herring;20;Z;Y;Y
16690;8;purple raccoon;10;Z;N;N
16691;5;evil parakeet;17;M;Y;N
16692;6;wet camel;13;M;Y;N
16693;0;quiet centipede;17;M;N;N
16694;3;early hoverfly;4;M;Y;N
16695;5;clear gecko;16;M;Y;Y
16696;6;empirical angelfish;12;Z;N;N
16697;3;single horse;15;Z;N;N
16698;4;tired horse;1;Z;Y;Y
16699;8;dark parrot;9;Z;Y;N
16700;3;sweet moose;20;M;N;N
16701;4;eastern woodpecker;10;M;Y;N
16702;3;large cockroach;5;Z;Y;Y
16703;0;big wolverine;11;Z;Y;Y
16704;7;impressed heron;1;M;N;N
16705;8;wet gecko;5;Z;N;Y
16706;5;elated cuckoo;3;Z;N;N
16707;4;curly quokka;2;M;N;Y
16708;9;witty gorilla;7;Z;Y;N
16709;4;dead tahr;16;M;N;N
16710;9;involved xerinae;3;Z;N;Y
16711;8;ethnic quail;6;M;N;N
16712;4;tired caterpillar;19;M;N;N
16713;9;local scallop;1;Z;N;N
16714;1;valuable trout;11;Z;N;N
16715;9;rising partridge;16;Z;Y;Y
16716;2;deafening echidna;6;Z;Y;Y
16717;9;cruel horse;10;Z;Y;N
16718;5;aggressive penguin;1;M;N;N
16719;9;giant aphid;11;Z;N;N
16720;0;conceptual bird;12;Z;Y;Y
16721;2;unsightly hare;9;M;Y;N
16722;5;thundering goat;13;M;Y;N
16723;4;guilty jay;5;M;Y;N
16724;9;black harrier;6;M;N;N
16725;0;awful stingray;7;Z;N;Y
16726;8;meaningful takin;10;M;N;Y
16727;3;genuine goldfish;11;Z;N;Y
16728;0;energetic duck;5;M;Y;N
16729;4;little tuna;9;Z;Y;N
16730;3;happy pinniped;16;M;Y;N
16731;2;aware seahorse;17;M;N;Y
16732;6;sweet pike;17;M;N;N
16733;3;artistic squirrel;14;Z;Y;N
16734;8;scary hornet;6;Z;Y;Y
16735;6;delightful dog;19;Z;N;N
16736;9;superb bird;5;M;N;N
16737;7;beautiful shrew;11;M;Y;Y
16738;1;divine chickadee;12;Z;N;N
16739;2;crazy bug;4;Z;Y;Y
16740;8;clean rooster;19;M;N;Y
16741;5;military llama;8;Z;Y;Y
16742;3;lucky guan;19;M;Y;N
16743;6;outdoor koala;11;M;Y;Y
16744;3;wealthy fox;18;Z;Y;N
16745;0;fond chameleon;15;M;Y;N
16746;3;mathematical snake;12;M;N;Y
16747;3;commercial dolphin;17;M;N;N
16748;3;pale chipmunk;13;M;N;Y
16749;2;correct seahorse;11;Z;Y;N
16750;7;integral hippopotamus;4;Z;Y;N
16751;6;short whitefish;2;Z;N;Y
16752;6;chilly gecko;17;M;Y;Y
16753;3;neighbouring manatee;2;Z;Y;N
16754;3;obedient flyingfish;6;Z;Y;Y
16755;7;probable horse;11;Z;Y;N
16756;6;accepted alligator;20;Z;N;Y
16757;0;graceful squid;19;Z;Y;N
16758;3;lazy skunk;1;M;N;N
16759;8;purple bobolink;17;M;Y;N
16760;4;quiet amphibian;1;M;N;N
16761;4;cautious panther;8;M;N;Y
16762;4;fresh earwig;5;Z;N;Y
16763;1;invisible tyrannosaurus;7;M;Y;Y
16764;0;considerable quokka;9;M;Y;Y
16765;2;black mastodon;6;M;Y;Y
16766;9;capable mouse;18;Z;N;N
16767;1;legislative goldfish;19;M;Y;N
16768;9;advisory finch;1;M;Y;N
16769;2;voluntary smelt;11;M;N;N
16770;0;widespread pony;15;Z;Y;Y
16771;0;young aardvark;9;Z;Y;N
16772;6;white capybara;7;Z;Y;N
16773;7;realistic lark;16;M;Y;Y
16774;8;fragile baboon;3;M;Y;N
16775;0;minimum stoat;1;Z;N;Y
16776;4;sexual whippet;8;Z;N;N
16777;3;novel tuna;15;M;N;Y
16778;6;screeching cat;13;Z;N;Y
16779;3;chosen meadowlark;5;Z;Y;N
16780;7;tasteless anaconda;11;M;Y;Y
16781;8;past swift;17;Z;Y;N
16782;4;future roundworm;3;M;N;N
16783;5;secure snipe;10;Z;N;Y
16784;7;adjacent thrush;17;Z;N;Y
16785;3;brief tortoise;3;Z;N;N
16786;4;decisive duck;19;M;Y;Y
16787;0;nutritious leopard;15;M;Y;Y
16788;3;extraordinary harrier;12;Z;N;N
16789;9;confident peacock;16;Z;N;N
16790;4;capitalist turtle;3;M;N;N
16791;1;homely lobster;9;M;N;Y
16792;4;glamorous krill;10;M;Y;N
16793;0;gigantic scallop;20;M;Y;N
16794;0;lovely goat;6;M;N;N
16795;8;developed lizard;18;M;Y;Y
16796;0;grotesque mite;10;M;Y;N
16797;2;developed catfish;14;Z;N;N
16798;2;leading toucan;14;Z;N;Y
16799;4;alternative turtle;3;M;N;Y
16800;4;experimental mastodon;4;Z;N;Y
16801;3;long mule;11;M;Y;N
16802;1;distinct ladybug;4;M;Y;Y
16803;1;allied smelt;18;Z;N;N
16804;7;fatal orangutan;5;M;N;N
16805;9;victorious pelican;17;Z;N;Y
16806;5;weak narwhal;9;M;N;Y
16807;3;inherent fox;17;M;N;N
16808;1;liable loon;8;Z;Y;Y
16809;9;invisible chicken;15;Z;Y;N
16810;0;green buzzard;5;Z;Y;N
16811;8;clean gorilla;3;M;Y;N
16812;2;head sheep;8;M;Y;N
16813;5;professional lobster;6;M;Y;Y
16814;5;outdoor tick;18;M;Y;Y
16815;1;intelligent marten;10;M;Y;Y
16816;9;tight jay;9;M;N;N
16817;2;impossible rat;19;M;N;Y
16818;5;blonde hawk;2;M;Y;Y
16819;9;horizontal newt;12;Z;Y;Y
16820;4;brave condor;4;M;N;Y
16821;3;drunk dragonfly;1;Z;Y;Y
16822;5;breakable fox;16;Z;Y;Y
16823;3;handsome marlin;13;Z;N;Y
16824;8;neutral hippopotamus;11;M;N;Y
16825;7;pretty urial;4;Z;N;Y
16826;9;bottom leopon;18;Z;N;N
16827;5;unemployed weasel;2;M;N;N
16828;2;spotless zebra;13;M;Y;N
16829;2;violent finch;4;M;N;Y
16830;5;prospective goat;19;M;N;Y
16831;7;shallow canid;9;M;N;Y
16832;2;stormy goldfish;5;M;Y;N
16833;8;separate puma;12;M;N;N
16834;8;prospective tyrannosaurus;11;M;N;N
16835;9;exotic landfowl;6;Z;N;Y
16836;1;imaginative guppy;4;Z;Y;N
16837;8;rich puma;13;Z;Y;N
16838;4;elaborate tiger;12;M;Y;Y
16839;8;casual tiger;2;M;N;N
16840;2;significant goat;20;M;Y;Y
16841;2;bare otter;9;M;N;N
16842;5;salty starfish;2;Z;Y;Y
16843;5;original pig;19;Z;N;Y
16844;7;fond ferret;20;Z;Y;Y
16845;2;silent silverfish;2;M;N;N
16846;4;dusty scallop;13;Z;Y;Y
16847;0;passive orangutan;18;Z;Y;N
16848;0;steep dolphin;5;Z;Y;N
16849;2;possible sparrow;12;M;N;Y
16850;6;clumsy canidae;12;Z;N;N
16851;2;narrow elephant;8;Z;Y;N
16852;0;frail capybara;15;Z;Y;Y
16853;5;weekly turkey;5;Z;N;Y
16854;5;loose toucan;8;M;N;N
16855;0;domestic camel;16;M;Y;Y
16856;6;cruel woodpecker;10;M;N;N
16857;3;unfortunate snake;2;Z;N;Y
16858;1;beautiful platypus;5;Z;N;Y
16859;9;dying grasshopper;2;M;N;N
16860;4;useful gerbil;7;Z;N;Y
16861;3;strong boa;16;M;N;Y
16862;5;mysterious quail;20;M;N;N
16863;5;early donkey;5;M;Y;Y
16864;8;foolish dolphin;8;Z;Y;Y
16865;8;human lizard;10;Z;Y;Y
16866;7;scary salmon;18;Z;N;Y
16867;9;institutional swordfish;3;Z;Y;Y
16868;5;swift koi;6;Z;N;N
16869;7;annoyed lark;14;Z;N;Y
16870;1;hilarious ant;3;M;Y;Y
16871;8;accused hawk;1;Z;N;Y
16872;1;super guppy;4;Z;N;Y
16873;1;delicious rat;11;M;N;N
16874;0;tender smelt;1;M;Y;N
16875;1;tender landfowl;10;M;N;Y
16876;7;steep macaw;7;M;N;N
16877;2;level emu;18;Z;N;Y
16878;2;varied bedbug;10;Z;Y;Y
16879;0;driving tarantula;20;M;N;N
16880;3;geographical dinosaur;17;M;Y;Y
16881;4;nice gayal;11;M;N;N
16882;3;clear barracuda;20;M;N;N
16883;6;gigantic platypus;6;M;N;Y
16884;9;wet donkey;16;Z;Y;N
16885;1;effective wombat;13;M;Y;N
16886;8;exact hare;11;Z;N;N
16887;8;cloudy chinchilla;20;Z;N;Y
16888;8;dramatic firefly;9;M;N;N
16889;3;current hornet;9;Z;Y;Y
16890;0;spotless emu;16;Z;N;N
16891;8;straight anteater;1;M;N;Y
16892;3;civilian lark;4;Z;N;N
16893;0;primary canid;7;Z;Y;Y
16894;2;ministerial guineafowl;11;Z;N;N
16895;3;obvious beaver;16;Z;N;N
16896;9;numerous bass;6;Z;Y;N
16897;8;silky dragon;1;M;Y;N
16898;5;adequate landfowl;5;M;N;N
16899;6;influential eel;14;M;Y;N
16900;6;coloured swallow;7;Z;N;Y
16901;6;smoggy mockingbird;12;M;N;N
16902;8;unlikely ferret;8;M;Y;Y
16903;2;wild jackal;14;Z;Y;N
16904;5;cautious barracuda;20;M;Y;N
16905;5;actual panther;17;M;Y;Y
16906;3;okay gazelle;1;Z;Y;N
16907;9;detailed elephant;6;Z;Y;Y
16908;5;armed giraffe;5;Z;N;N
16909;1;civilian whippet;2;M;Y;Y
16910;4;retired llama;4;M;Y;N
16911;7;giant barnacle;9;M;Y;N
16912;6;absolute clownfish;9;Z;Y;N
16913;3;broken weasel;14;Z;Y;N
16914;2;running alpaca;6;Z;N;N
16915;6;insufficient tiglon;12;M;N;N
16916;8;general dog;19;Z;N;N
16917;7;massive bobolink;5;M;Y;Y
16918;8;territorial gorilla;1;M;Y;N
16919;6;ordinary flea;20;Z;N;Y
16920;7;bitter marsupial;14;Z;N;N
16921;9;shallow mollusk;10;M;Y;N
16922;3;manual guineafowl;6;Z;N;Y
16923;8;promising hookworm;20;Z;N;Y
16924;7;great buzzard;1;M;N;Y
16925;6;mysterious ant;13;M;N;N
16926;5;divine gibbon;20;M;N;N
16927;0;valuable dove;9;M;Y;Y
16928;8;prime scorpion;12;M;Y;N
16929;0;financial crab;11;Z;Y;N
16930;0;smart eagle;6;Z;N;N
16931;9;anonymous tern;6;Z;Y;N
16932;9;arbitrary silkworm;16;M;N;N
16933;1;major swan;20;Z;Y;N
16934;4;smoggy marlin;12;M;N;Y
16935;4;fantastic starfish;19;Z;Y;N
16936;0;loose egret;11;Z;Y;Y
16937;6;following goat;8;Z;N;N
16938;7;nervous moose;3;M;Y;Y
16939;9;select moose;10;M;Y;N
16940;1;parliamentary llama;7;Z;N;N
16941;8;disappointed skink;5;M;Y;Y
16942;4;bold goat;6;Z;N;Y
16943;2;assistant porcupine;5;M;N;Y
16944;1;helpful caribou;16;M;Y;Y
16945;6;top wallaby;8;Z;Y;Y
16946;9;Sound hamster;8;M;N;N
16947;9;foreign bobcat;5;M;Y;Y
16948;7;bitter swan;13;Z;Y;Y
16949;6;objective falcon;3;M;Y;Y
16950;2;petite toucan;14;M;N;Y
16951;6;firm cat;7;M;Y;Y
16952;0;independent donkey;4;Z;N;N
16953;0;ancient cat;18;M;N;N
16954;9;defensive cicada;7;Z;N;N
16955;1;spectacular heron;8;Z;Y;Y
16956;5;motionless jackal;20;M;N;Y
16957;8;gross dinosaur;19;M;Y;Y
16958;7;artificial crayfish;19;M;Y;N
16959;0;vast swift;19;M;N;Y
16960;5;academic dragon;9;M;N;Y
16961;4;safe sturgeon;20;Z;N;Y
16962;1;immense crab;6;Z;N;Y
16963;0;angry ermine;2;Z;Y;Y
16964;6;thin monkey;4;M;Y;Y
16965;3;awful hedgehog;8;M;Y;N
16966;9;imperial constrictor;11;Z;Y;N
16967;8;strategic rhinoceros;18;M;N;N
16968;5;latin emu;3;Z;N;N
16969;0;classic guppy;19;Z;N;Y
16970;0;dear dog;5;M;N;Y
16971;2;pretty lynx;9;Z;N;N
16972;3;wide whitefish;17;Z;Y;N
16973;1;loud worm;9;Z;Y;Y
16974;1;artistic marlin;1;M;N;Y
16975;3;frail iguana;14;M;Y;Y
16976;4;difficult centipede;5;M;N;Y
16977;2;swift cat;5;M;Y;N
16978;5;mobile rat;12;Z;N;N
16979;5;opposite moose;18;M;N;Y
16980;7;pink roundworm;2;Z;N;Y
16981;4;flat chinchilla;20;M;N;Y
16982;7;numerous haddock;8;M;Y;Y
16983;7;functional dog;11;Z;N;Y
16984;7;comfortable peafowl;14;Z;Y;N
16985;5;profound mosquito;19;Z;N;Y
16986;5;slow owl;20;M;N;N
16987;4;nearby squid;1;M;N;Y
16988;1;funny sturgeon;16;M;Y;Y
16989;4;advanced worm;14;Z;N;Y
16990;3;classical dragonfly;9;M;Y;Y
16991;5;steady galliform;10;Z;Y;Y
16992;9;large chickadee;9;Z;Y;Y
16993;4;toxic grouse;15;Z;Y;Y
16994;9;civilian cephalopod;11;Z;N;N
16995;0;personal marten;20;M;N;Y
16996;0;wicked condor;19;M;Y;Y
16997;0;direct lamprey;19;M;Y;Y
16998;8;concerned crow;13;M;N;Y
16999;3;opposite salamander;18;M;Y;N
17000;0;super sawfish;9;M;N;N
17001;1;safe horse;6;M;Y;N
17002;5;empty cuckoo;19;M;N;Y
17003;7;solar condor;16;M;Y;Y
17004;2;peaceful lion;20;Z;N;Y
17005;2;beautiful seahorse;11;Z;Y;Y
17006;0;systematic bird;12;Z;N;N
17007;9;missing mosquito;13;M;N;Y
17008;0;magnificent donkey;17;M;N;N
17009;5;national bedbug;3;Z;N;N
17010;9;private tahr;20;M;Y;Y
17011;3;afraid termite;8;Z;Y;Y
17012;8;normal donkey;16;Z;N;Y
17013;9;empty coyote;9;Z;Y;Y
17014;8;tremendous damselfly;15;Z;Y;N
17015;0;pleased hamster;1;Z;N;N
17016;1;diplomatic seahorse;11;Z;Y;Y
17017;2;fat owl;11;Z;Y;Y
17018;9;obedient gopher;14;M;Y;N
17019;3;passive dormouse;11;Z;N;N
17020;1;strange baboon;4;Z;N;Y
17021;7;valid jay;19;M;Y;N
17022;3;depressed ladybug;16;Z;N;N
17023;4;free centipede;10;M;N;N
17024;5;tremendous possum;9;M;N;N
17025;0;comfortable squid;20;M;Y;N
17026;8;embarrassing xerinae;6;Z;N;Y
17027;1;major whitefish;13;M;N;N
17028;5;ill pheasant;3;Z;Y;Y
17029;5;fortunate tiglon;17;M;N;N
17030;9;wonderful earwig;6;Z;N;Y
17031;6;environmental tyrannosaurus;19;Z;N;N
17032;4;helpful butterfly;5;M;N;N
17033;2;shocked chicken;16;M;N;Y
17034;6;radical cougar;14;Z;Y;N
17035;1;intense marmoset;3;Z;Y;N
17036;9;uneven emu;8;M;Y;N
17037;1;preliminary tarsier;1;Z;N;Y
17038;8;famous coyote;10;M;N;Y
17039;7;unfair tiglon;13;M;N;N
17040;3;wild horse;9;M;N;Y
17041;4;condemned amphibian;14;Z;Y;Y
17042;8;spiritual marmoset;16;Z;Y;Y
17043;6;energetic pig;10;M;N;N
17044;1;robust mollusk;7;M;Y;N
17045;5;thorough albatross;6;Z;N;Y
17046;2;commercial koi;10;M;Y;N
17047;1;tiny swordtail;16;Z;N;N
17048;0;powerful woodpecker;5;Z;N;N
17049;4;tragic pelican;16;M;Y;Y
17050;7;accessible shrimp;1;Z;Y;Y
17051;8;inadequate pig;14;Z;Y;N
17052;2;public goat;12;Z;N;Y
17053;1;sad kangaroo;16;Z;Y;Y
17054;9;intellectual pigeon;16;Z;N;N
17055;2;level loon;19;Z;Y;N
17056;0;jealous sole;19;M;Y;Y
17057;9;frequent basilisk;5;Z;Y;N
17058;4;literary guppy;15;M;N;N
17059;2;active centipede;3;Z;N;Y
17060;0;short elk;9;M;N;Y
17061;2;sunny llama;14;Z;N;N
17062;2;troubled tarantula;4;Z;Y;Y
17063;1;powerful donkey;6;M;Y;N
17064;3;noble jaguar;16;M;Y;Y
17065;2;thundering leech;17;M;N;N
17066;9;disturbed beaver;13;M;Y;N
17067;8;sacred reindeer;8;Z;Y;Y
17068;4;filthy ermine;7;M;Y;Y
17069;5;obliged crayfish;20;Z;Y;N
17070;2;marxist goose;16;M;Y;Y
17071;3;specified grouse;11;M;N;Y
17072;0;spare wildfowl;14;Z;N;N
17073;6;comprehensive trout;4;M;Y;Y
17074;3;friendly lark;18;Z;N;Y
17075;5;horrible lizard;19;M;N;N
17076;7;large earthworm;7;M;Y;N
17077;2;chronic finch;2;Z;N;Y
17078;9;impossible stork;16;M;N;N
17079;8;wild fowl;4;Z;N;Y
17080;5;zany meerkat;11;M;Y;N
17081;9;blushing dragon;10;Z;Y;Y
17082;0;alleged whitefish;16;M;Y;Y
17083;6;ugly cattle;4;Z;Y;Y
17084;2;shivering partridge;9;Z;N;N
17085;7;delighted albatross;2;Z;Y;Y
17086;2;funny cow;18;Z;Y;N
17087;4;sharp pig;13;M;N;N
17088;2;awkward cattle;18;Z;Y;N
17089;9;administrative cougar;1;M;N;Y
17090;1;optimistic jay;1;M;Y;N
17091;7;gigantic finch;6;M;N;N
17092;5;main gorilla;8;M;N;Y
17093;1;direct goldfish;12;Z;Y;Y
17094;5;stable yak;18;Z;N;Y
17095;6;formal meerkat;18;M;N;Y
17096;6;cautious hare;13;Z;Y;N
17097;7;awful unicorn;16;Z;N;Y
17098;1;straightforward crayfish;4;Z;N;Y
17099;0;residential buzzard;13;M;Y;N
17100;8;formal jellyfish;5;Z;N;Y
17101;9;sad hookworm;9;M;Y;Y
17102;1;protestant dolphin;4;M;Y;N
17103;5;short swordtail;4;M;Y;Y
17104;2;confused wallaby;3;Z;N;N
17105;3;filthy louse;11;Z;N;Y
17106;7;inclined tern;10;Z;N;N
17107;7;zany perch;19;M;N;N
17108;8;damp quelea;10;Z;N;Y
17109;6;open parakeet;4;Z;N;Y
17110;4;disturbed centipede;20;M;Y;N
17111;7;tame chicken;20;Z;Y;Y
17112;7;male swallow;8;Z;N;Y
17113;8;single mongoose;10;Z;Y;N
17114;9;shivering stoat;8;Z;N;Y
17115;5;comfortable ape;8;Z;Y;N
17116;7;long beaver;18;M;Y;Y
17117;3;ugly viper;17;M;N;N
17118;6;annual hornet;12;M;N;Y
17119;0;tan dinosaur;3;Z;N;N
17120;2;chilly puma;16;Z;N;Y
17121;3;welcome snipe;1;M;Y;Y
17122;0;underlying koala;5;M;Y;Y
17123;7;sensitive canidae;8;Z;N;Y
17124;5;chemical skunk;12;M;Y;Y
